tweetID,positiveScore,neutralScore,negativeScore,sentimentType,location,keyword,unigram,tweet
605654006,0.00492023,0.487102798,0.507976972,negative,Johor Bahru,marah,"cara', 'untuk', 'buat', 'diri', 'sendiri', 'marah', ':', '1', ')', 'tengok', 'drama', 'nur', '2', ')', 'tengok', 'drama', 'nur', '2'",cara untuk buat diri sendiri marah 1 tengok drama Nur 2 tengok drama Nur 2
428696229,0.003070156,0.303945459,0.692984385,negative,Johor Bahru,marah,"suka', 'aku', 'lah', 'nak', 'masuk', 'team', 'mana', 'pun', 'yang', 'kau', 'marah', 'sangat', 'kenapa', 'aku', 'join', 'team', 'ni', 'pun', 'sebab', 'nak', 'cabar', 'diri', 'aku', 'sendiri', ',', 'takkan', 'asyik', 'nak', 'ikut', 'kau', 'jee', 'macam', 'tak', 'ada', 'life', 'pulak', '.'",suka aku lah nak masuk team mana pun yang kau marah sangat kenapa aku join team ni pun sebab nak cabar diri aku sendiri takkan asyik nak ikut kau jee macam tak ada life pulak
3099428958,0.001485719,0.147086137,0.851428144,negative,Johor Bahru,kecewa,"mampus', 'aku', 'takle', 'kickflip', ',', 'bunuh diri', 'sudah'",Mampus aku takle kickflip bunuh diri sudah
1113776040,0.004254279,0.421173578,0.574572144,negative,Johor Bahru,kecewa,"kecewa', 'nya', 'aku', ',', 'maybe', 'ni', 'kali', 'terakhir', 'aku', 'bagi', 'peluang', 'kat', 'diri', 'aku', 'untuk', 'aku', '.', 'bukan', 'untuk', 'kau', 'atau', 'apa2', '.', 'untuk', 'aku'",kecewa nya aku maybe ni kali terakhir aku bagi peluang kat diri aku untuk aku bukan untuk kau atau apa2 untuk aku
1381882122,0.001233425,0.122109092,0.876657483,negative,Johor Bahru,sedih,"9', 'bulan', 'cuba', 'untuk', 'kuatkan', 'diri', ',', 'tabahkan', 'diri', 'utk', 'suami', 'tapi', 'malam', 'ni', 'taktahu', 'kenapa', 'sedih', 'sangat', 'bila', 'teringat', 'suami', 'dkt', 'sg', 'tuh'",9 bulan cuba untuk kuatkan diri tabahkan diri utk suami tapi malam ni taktahu kenapa sedih sangat bila teringat suami dkt sg tuh
8.43E+17,0.000505045,0.049999413,0.949495542,negative,Johor Bahru,bunuh diri,"nak', 'bunuh diri', 'tapi', 'takut', 'jarum', 'hahaha'",nak bunuh diri tapi takut jarum hahaha
949698080,0.002482264,0.245744092,0.751773644,negative,Johor Bahru,bunuh diri,"second', 'case', 'utk', 'minggu', 'ni', '.', 'gaduh', 'dgn', 'gf', 'pestu', 'bunuh diri', '.', 'haritu', 'tikam', 'dada', ',', 'ini', 'bakar', 'diri', 'dgn', 'petrol'",second case utk minggu ni gaduh dgn gf pestu bunuh diri haritu tikam dada ini bakar diri dgn petrol
9.97E+17,0.001552056,0.153653563,0.844794381,negative,Johor Bahru,marah,"kadang', 'kadang', 'rasa', 'marah', 'kat', 'diri', 'sendiri', 'kenapa', 'baik', 'sangat', 'ngan', 'orang', 'lain', 'sedangkan', 'hm'",kadang kadang rasa marah kat diri sendiri kenapa baik sangat ngan orang lain sedangkan hm
1.08E+18,0.001280936,0.126812635,0.871906429,negative,Johor Bahru,bunuh diri,"selalu', 'jugak', 'ada', 'org', 'bunuh diri', 'kat', 'sini'",selalu jugak ada org bunuh diri kat sini
519230045,0.000580735,0.057492753,0.941926512,negative,Johor Bahru,sedih,"kadang', 'mmg', 'susah', 'nk', 'percaya', 'tapi', 'bila', 'dh', 'kene', 'kat', 'diri', 'sendiri', 'lagi2', 'dgn', 'org', 'yg', 'kita', 'tak', 'sangka', 'buat', 'kita', 'lagi', 'sedih', 'tak', 'tahu', 'la', 'dia', 'org', 'ni', 'fikir', 'ape', 'buat', 'benda2', 'syirik', 'mcm', 'ni'",kadang mmg susah nk percaya tapi bila dh kene kat diri sendiri lagi2 dgn org yg kita tak sangka buat kita lagi sedih tak tahu la dia org ni fikir ape buat benda2 syirik mcm ni
453898572,0.002508057,0.248297615,0.749194329,negative,Johor Bahru,bunuh diri,"aredarazali', 'hahahahah', 'jilake', 'aku', 'tengok', 'rasa', 'mcm', 'nak', 'bunuh diri'",AREDArazali Hahahahah jilake aku tengok rasa mcm nak bunuh diri
458046028,0.002157377,0.213580314,0.784262309,negative,Johor Bahru,marah,"aku', 'dua', 'minggu', 'sekali', 'balik', 'kg', 'masa', 'xde', 'pkp', '.', 'setiap', 'kali', 'sambung', 'pkpb', 'sekarang', 'ni', ',', 'mesti', 'aku', 'kol', 'ibu', 'tanya', 'ok', 'tak', ',', 'kadang2', 'ibu', 'kol', 'dulu', 'tanya', 'ok', 'x', '.', 'kalau',  'kau', 'nak', 'marah', ',', 'marah', 'diri', 'sendiri', ',', 'sapa', 'suruh', 'xbalik', 'kg', 'selalu', '.'",aku dua minggu sekali balik kg masa xde pkp setiap kali sambung pkpb sekarang ni mesti aku kol ibu tanya ok tak kadang2 ibu kol dulu tanya ok x kalau kau nak marah marah diri sendiri sapa suruh xbalik kg selalu
225460941,0.000647954,0.064147478,0.935204568,negative,Johor Bahru,sedih,"unnecessarily', 'creating', 'stress', 'for', 'myself', '.', 'ok', 'so', 'azam', '2021', ':', 'nak', 'jadi', 'orang', 'yg', 'boleh', 'ignore', 'je', 'segala', 'benda', '.', 'so', 'i', ""don't"", 'need', 'to', 'be', 'hati', 'tisu', 'dok', 'sedih', 'and', 'salahkan', 'diri', 'sendiri', '.'",unnecessarily creating stress for myself ok so azam 2021 nak jadi orang yg boleh ignore je segala benda so I don't need to be hati tisu dok sedih and salahkan diri sendiri
39743626,0.007545198,0.746974638,0.245480164,neutral,Johor Bahru,bunuh diri,"ainnatiqah', 'dah', 'agak', '.', '.', 'ni', 'mesti', 'blok', 'kau', '.', '.', 'mesti', 'blok', 'ni', 'berhantu', 'or', 'ada', 'org', 'pernah', 'bunuh diri', '.', '.', 'babtu', 'kot', 'blok', 'ni', 'terpilih', '.', '.', 'seram', '.', '.', 'hahahaha'",ainnatiqah dah agak ni mesti blok kau mesti blok ni berhantu or ada org pernah bunuh diri babtu kot blok ni terpilih seram hahahaha
1041565368,0.563044014,0.432586426,0.00436956,positive,Johor Bahru,sedih,"sebagai', 'pasangan', 'yang', 'belum', 'dikurniakan', 'zuriat', ',', 'yes', '!', 'we', 'are', 'happy', ',', 'spending', 'time', 'together', 'and', 'loving', 'each', 'other', 'so', 'much', '.', 'tapi', 'adakala', 'rasa', 'sunyi', ',', 'adakala', 'rasa', 'sedih', ',', 'adakala', 'rasa', 'teringin', '.', 'and', 'selalu', 'cakap', 'pada', 'diri', 'sendiri', ',', 'allah', 'tahu', 'belum', 'masanya', 'lagi', '.'",sebagai pasangan yang belum dikurniakan zuriat YES we are happy spending time together and loving each other so much tapi adakala rasa sunyi adakala rasa sedih adakala rasa teringin and selalu cakap pada diri sendiri Allah tahu belum masanya lagi
519230045,0.000158827,0.015723846,0.984117327,negative,Johor Bahru,marah,"dah', 'lama', 'tak', 'marah', 'selalu', 'aku', 'je', 'ckap', 'dkat', 'org', 'jgn', 'marah2', 'hari', 'ni', 'diri', 'sendiri', 'yg', 'meletup'",dah lama tak marah selalu aku je ckap dkat org jgn marah2 hari ni diri sendiri yg meletup
2412570463,0.004656446,0.460988128,0.534355426,negative,Johor Bahru,sedih,"sedih', 'ke', 'apa', 'ke', 'yang', 'ada', 'untuk', 'diri', 'sendiri', 'adalah', 'diri', 'sendiri', 'je', '.', 'takde', 'orang', 'nak', 'comfort', 'pon', '.', 'so', 'why', 'bother', ',', 'just', 'be', 'happy', 'with', 'yourself', 'lah'",sedih ke apa ke yang ada untuk diri sendiri adalah diri sendiri je takde orang nak comfort pon so why bother just be happy with yourself lah
566840981,0.008545077,0.845962574,0.145492349,neutral,Johor Bahru,sedih,"milatayweelee', 'paling', 'sedih', 'diorang', 'stay', 'sehab', 'kena', 'suruh', 'stay', 'last2', 'crew', 'kapal', 'selamatkan', 'diri', 'sendiri', 'dulu', '.', 'dasar', 'kampret', '.'",milatayweelee paling sedih diorang stay sehab kena suruh stay last2 crew kapal selamatkan diri sendiri dulu dasar kampret
8.91E+17,0.008369112,0.828542065,0.163088823,neutral,Johor Bahru,sedih,"bila', 'kau', 'sedih', 'jangan', 'cari', 'dia', '.', 'sebab', 'apa', '?', 'sebab', 'walaupun', 'dia', 'tahu', 'cara', 'nak', 'bahagiakan', 'kau', ',', 'dia', 'tetap', 'tak', 'buat', '.', 'nothing', '.', 'jadi', 'lebih', 'baik', ',', 'settle', 'dengan', 'diri', 'sendiri', '.', 'better', '.'",bila kau sedih jangan cari dia sebab apa sebab walaupun dia tahu cara nak bahagiakan kau dia tetap tak buat nothing jadi lebih baik settle dengan diri sendiri better
9.97E+17,0.000958638,0.094905206,0.904136155,negative,Johor Bahru,kecewa,"aku', 'kecewa', 'dengan', 'diri', 'sendiri'",aku kecewa dengan diri sendiri
1354228176,0.005907341,0.584826777,0.409265882,neutral,Johor Bahru,bunuh diri,"org', 'kayuh', '45mins', '1', 'jam', 'tu', 'kayuhhh', 'je',  'kita', 'kayuh', '20mins', 'w', 'high', 'resistance', 'baru', 'warm', 'up', 'jee', 'lepaas', 'tu', 'kita', 'bunuh diri'",org kayuh 45mins 1 jam tu kayuhhh je kita kayuh 20mins w high resistance baru warm up jee lepaas tu kita bunuh diri
401213929,0.003286251,0.325338847,0.671374902,negative,Johor Bahru,kecewa,"dengan', 'tgah', 'kecewa', 'dengan', 'hidup', 'jumaat', 'ni', 'last', 'day', 'kerja', ',', 'ipa', 'x', 'keluar', 'lagi', 'result', 'semalam', 'kerja', 'part', 'time', 'smpai', '1', 'pagi', 'niat', 'kecil', 'nak', 'sambung', 'master', 'x', 'tertunai', 'lagi',  'fikir', 'kewangan', 'semakin', 'mengecil', 'border', 'buka', '2', 'tahun', 'lagi', 'tahu',  'bunuh diri', 'itu', 'sesuatu', 'benda', 'dimurkai', 'allah'","dengan tgah kecewa dengan hidup, jumaat ni last day kerja, ipa x keluar lagi result, semalam kerja part time smpai 1 pagi, niat kecil nak sambung master x tertunai lagi, fikir kewangan semakin mengecil, border buka 2 tahun lagi.   tahu, bunuh diri itu sesuatu benda dimurkai allah"
22144476,0.006713615,0.664647908,0.328638477,neutral,Johor Bahru,bunuh diri,"xpac2k',  'kuasasiswa', 'apa', 'kata', 'kau', 'doakan', 'dia', 'bunuh diri',  'tiap', 'kali', 'kau', 'solat', 'lima', 'kali', 'sehari', 'kalau', 'hari',  'hari', 'mesti', 'allah', 'kabulkan', 'doa', 'tu',  'dari', 'timeline',  'aku', 'rasa', 'kau', 'tak', 'tinggalkan', 'solat', 'kan'",xpac2k kuasasiswa apa kata kau doakan dia bunuh diri tiap kali kau solat lima kali sehari kalau hari hari mesti allah kabulkan doa tu  Dari timeline aku rasa kau tak tinggalkan solat kan
52997613,0.004673234,0.462650153,0.532676613,negative,Johor Bahru,bunuh diri,"whoaa', 'tggi', 'kes', 'bunuh', 'diri', 'johor', 'paling', 'tinggi'",whoaa tggi kes bunuh diri johor paling tinggi 
8.96E+17,0.000983632,0.097379596,0.901636772,negative,Johor Bahru,sedih,"rasa', 'tanak', 'teruskan', 'hidup', 'boleh', 'tak', 'sebab', 'diri', 'saya', 'hanya', 'buat', 'orang', 'lain', 'sedih', 'jer'",rasa tanak teruskan hidup boleh tak sebab diri saya hanya buat orang lain sedih jer
195690494,0.002195737,0.217377935,0.780426328,negative,Johor Bahru,marah,"i', 'mean', 'aku', 'marah', 'jugak', 'tp', 'takde', 'la', 'cakap', 'macam', 'takde', 'iman', 'ko', 'tau',  'tak', 'faham', 'doh', 'dia', 'ni', 'bad', 'mood', 'semua', 'dia', 'tapau', 'baguslah', 'dulu', 'cakap', 'org', 'kan', 'skrg', 'diri', 'sendiri', 'jadi', 'tulah', 'lain', 'kali', 'jangan', 'tunding', 'jari', 'dkt', 'org', 'mmg', 'allah', 'bagi', 'satu', 'hari', 'nnt'",i mean aku marah jugak tp takde la cakap macam takde iman ko tau tak faham doh dia ni bad mood semua dia tapau baguslah dulu cakap org kan skrg diri sendiri jadi tulah lain kali jangan tunding jari dkt org mmg Allah bagi satu hari nnt 
257975602,0.000197722,0.019574459,0.980227819,negative,Johor Bahru,bunuh diri,"silap', 'silap', 'kadar', 'bunuh diri', 'ni', 'makin', 'lama', 'makin', 'meningkat', 'sebab', 'ramaj', 'gila', 'yang', 'stress', 'dengan', 'pkp', 'ni'",silap silap kadar bunuh diri ni makin lama makin meningkat sebab ramaj gila yang stress dengan pkp ni
8.91E+17,0.249421787,0.743072431,0.007505782,neutral,Johor Bahru,sedih,"mem', 'sedih', 'le', 'kalau', 'kau', 'nak', 'reward', 'diri', 'kau', 'masa', 'birthday', 'kau'",mem sedih le kalau kau nak reward diri kau masa birthday kau
178704712,0.271151673,0.721559843,0.007288483,neutral,Johor Bahru,sedih,"sedih', 'pulak', 'dah', 'sampai', 'last', 'page', 'sejujurnya', 'aku', 'rasa', 'happy', 'bila', 'baca', 'buku', 'ni', 'sebab', '95',  'boleh', 'relate', 'dengan', 'diri', 'sendiri', 'rasa', 'macam', 'finally', 'ada', 'jugak', 'orang', 'acknowledge', 'kita',  'terima', 'kasih', 'penulis', 'aimanpsikologi', 'aqilamasri'",sedih pulak dah sampai last page sejujurnya aku rasa happy bila baca buku ni sebab 95 boleh relate dengan diri sendiri rasa macam finally ada jugak orang acknowledge kita terima kasih penulis aimanpsikolog aqilamasri
609277610,0.000823774,0.081553642,0.917622583,negative,Johor Bahru,sedih,"i', 'pandai', 'bila', 'advice', 'kawan', 'tgh', 'down', 'ke', 'sedih', 'tapi', 'bila', 'kena', 'kat', 'diri', 'sendiri', 'tak', 'boleh', 'handle', 'haih'",I pandai bila advice kawan tgh down ke sedih tapi bila kena kat diri sendiri tak boleh handle haih
1141700714,0.003973974,0.393423434,0.602602592,negative,Johor Bahru,bunuh diri,"zatybaha', 'tak',  'nanti', 'bunuh diri', 'mcm', 'uncle', 'tu'",zatybaha tak nanti bunuh diri mcm uncle tu
353128154,0.001233433,0.122109844,0.876656723,negative,Johor Bahru,bunuh diri,"abdul_mallek90', 'sebelum', 'bunuh diri', 'tu', 'santau', 'la', 'sape', 'yang', 'sebarxad', 'biar', 'sama2', 'menderita', 'sampai', 'kiamat'",abdulmallek90 sebelum bunuh diri tu santau la sape yang sebar xad biar sama2 menderita sampai kiamat
2903187272,0.60821712,0.387865052,0.003917829,positive,Johor Bahru,#COVID19,"gunakan', 'telefon', 'pintar', 'anda', 'untuk', 'scan', 'qr', 'code', 'aplikasi', 'mysejahtera', 'atau', 'tulis', 'butir', 'diri', 'dgn', 'betul', 'dalam', 'buku', 'rekod', 'yang', 'telah', 'disediakan', 'apabila', 'sampai', 'di', 'premis', 'sumber', 'kkmputrajaya',  'covid19',  'kitateguhkitamenang', 'komunikasikita', 'jabatanpenerangan', 'makmurjohor', 'jauharku'",gunakan telefon pintar anda untuk scan qr code aplikasi mysejahtera atau tulis butir diri dgn betul dalam buku rekod yang telah disediakan apabila sampai di premis sumber kkmputrajaya covid19 kitateguhkitamenang komunikasikita jabatanpenerangan makmurjohor jauharku
235877659,0.007079426,0.700863214,0.29205736,neutral,Johor Bahru,bunuh diri," 'zarasyed', 'bunuh diri'",zarasyed bunuh diri?
458046028,0.001564214,0.154857224,0.843578562,negative,Johor Bahru,marah,"sebab', 'tu', 'la', 'malas', 'berjanji',  'aku', 'janji', 'dengan', 'diri', 'sendiri', 'nak', 'balik', 'kl', 'minggu', 'ni', 'pun', 'aku', 'jadi', 'marah', 'dengan', 'diri', 'sendiri', 'sebab', 'tak', 'boleh', 'balik',  'aishhhh'",sebab tu la malas berjanji aku janji dengan diri sendiri nak balik kl minggu ni pun aku jadi marah dengan diri sendiri sebab tak boleh balik aishhhh
95638967,0.0002931,0.029016932,0.970689968,negative,Johor Bahru,murung,"duit', 'kwsp', 'duit', 'simpanan', 'pekerja duit', 'ni', 'la', 'nak', 'bantu', 'pekerja', 'yg', 'kena', 'buang', 'kerja', 'dikala', 'covid',  'nak', 'tgk', 'depa', 'bunuh diri', 'akibat', 'murung', 'ka'",duit kwsp duit simpanan pekerja duit ni  la nak bantu pekerja yg kena buang kerja dikala covid nak tgk depa bunuh diri akibat murung ka
425858443,0.001237925,0.122554598,0.876207477,negative,Johor Bahru,marah,"Teringin', 'nak', 'jadi', 'manusia', 'yang', 'boleh', 'tahan', 'diri', 'dari', 'marah', 'dan', 'boleh', 'sabar', 'dengan', 'semua', 'benda', 'tapi', 'kita', 'cuma', 'manusia', 'biasa', 'kadang',  'kadang', 'tewas', 'juga', ",teringin nak jadi manusia yang boleh tahan diri dari marah dan boleh sabar dengan semua benda tapi kita cuma manusia biasa kadang-kadang tewas juga
557615527,0.007968623,0.788893699,0.203137677,neutral,Johor Bahru,sedih," 'AinAryanna', 'Skrg', 'korea', 'thailand', 'semua', 'aku', 'tgk',  'Pastu', 'sedih', 'sendiri', 'sis', 'kenangkan', 'diri', 'x', 'laku2', 'hahaha'",ainaryanna skrg korea thailand semua aku tgk pastu sedih sendiri sis kenangkan diri x laku2 hahaha
270965120,0.000673032,0.066630151,0.932696818,negative,Johor Bahru,bunuh diri,"Haramjadah', 'betul', 'ada', 'amoi', 'nak', 'bunuh diri', 'terjun', 'dari', 'tingkat', '5'",haramjadah betul ada amoi nak bunuh diri terjun dari tingkat 5
1.04E+18,0.001930582,0.191127644,0.806941773,negative,Johor Bahru,kecewa,"'hari', 'ii', 'kecewa', 'dengan', 'diri', 'sendiri'",hari ii kecewa dengan diri sendiri
333316043,0.001225312,0.121305883,0.877468805,negative,Johor Bahru,"kecewa, sedih","Pendirian', 'aku', 'dari', 'Langkah', 'Sheraton', 'hingga', 'hari', 'ini', 'tetap', 'UMNO', 'perlu', 'kuat', 'sendiri', ',', 'bukan', 'hanya', 'mengharap', 'dan', 'menumpang', 'parti', 'lain', '(', 'Lawan', ')', 'untuk', 'kekal',  'jadi', 'kerajaan',  'Harap', 'Tok', 'Zahid', 'muhasabah', 'diri', 'Sebagai', 'ahli', 'UMNO', 'aku', 'kecewa', 'dan', 'sedih', 'tengok', 'keadaan', 'UMNO', 'hari', 'ini'",pendirian aku dari langkah sheraton hingga hari ini tetap  umno perlu kuat sendiri bukan hanya mengharap dan menumpang parti lain lawan untuk kekal  jadi kerajaan  harap tok zahid muhasabah diri sebagai ahli umno aku kecewa dan sedih tengok keadaan umno hari ini
259380565,0.000305014,0.030196426,0.969498559,negative,Johor Bahru,bunuh diri,"Mak', 'dario',  'lucinda', 'bunuh diri', 'sebab', 'tak', 'sanggup', 'tanggung', 'penipuan'",mak dario lucinda bunuh diri sebab tak sanggup tanggung penipuan
1.16E+18,0.001066311,0.105564815,0.893368873,negative,Johor Bahru,marah,"jangan', 'acah', 'acah', 'marah', 'kawan', 'sendiri', 'sebab', 'nak', 'jaga', 'diri', 'kawan', 'sangat', 'pergi', 'jaga', 'diri', 'sendiri',  'takut', 'tertelan', 'banyak', 'roll'","jangan acah acah marah kawan sendiri sebab nak jaga diri kawan sangat, pergi jaga diri sendiri. takut tertelan banyak roll"
2482414992,0.001024416,0.101417173,0.897558411,negative,Johor Bahru,bunuh diri,"The', 'hell',  'Kedarah', 'ape', '1', 'bulan', 'dpt', '100k', 'gaji',  'Lol', 'kau', 'kuarantin', 'je', 'da', '4', 'minggu', 'free2', 'je', 'mkn', 'duit', 'rakyat', 'Rakyat', 'suffer', 'smpai', 'bunuh diri', 'la', 'Jwb', 'la', 'korg', 'kat', 'bwh', 'nnti'",the hell kedarah ape 1 bulan dpt 100k gaji lol kau kuarantin je da 4 minggu free2 je mkn duit rakyat rakyat suffer smpai bunuh diri la jwb la korg kat bwh nnti
8.44E+17,0.001019839,0.100964051,0.89801611,negative,Johor Bahru,kecewa,"'Agak', 'kecewa', 'dengan', 'diri', 'sendiri'",agak kecewa dengan diri sendiri 
2814494432,0.00120286,0.119083129,0.879714011,negative,Johor Bahru,bunuh diri,"Kejadian', 'bunuh diri', 'tak', 'kuat', 'jangan', 'tengok'",kejadian bunuh diri tak kuat jangan tengok
614172104,0.000856466,0.084790139,0.914353395,negative,Johor Bahru,marah,"'masa', 'tu', 'belum', 'ada', 'mental', 'health', 'awareness', 'lagi', 'Bayangkan', 'budak', 'umur', '9', 'tahun', 'rasa', 'sampai', 'nak', 'bunuh diri', 'sebab', 'cikgu', 'BI', 'dia', 'selalu', 'marah2', 'hina2', 'sebab', 'dia', 'tak', 'pandai'","masa tu belum ada mental health awareness lagi. bayangkan budak umur 9 tahun rasa sampai nak bunuh diri sebab cikgu bi dia selalu marah2 hina2 sebab dia tak pandai. nasib baik ada sorang cikgu baik hati, akan aku kenang jasa dia sampai bila2"
333316043,0.002365819,0.234216066,0.763418115,negative,Johor Bahru,#KitaJagaKita,"Oleh', 'itu', 'face', 'mask', 'wajib', 'pakai',  'Bukan', 'untuk', 'lindungi', 'diri', 'kau', 'semata', 'mata', 'tapi', 'untuk', 'elakkan', 'diri', 'kau', 'jadi', 'penyebar', 'Covid',  '19', 'Macam', 'aku', 'cakap', 'tadi',  'kau', 'Yang', 'belum', 'pernah', 'swab', 'test', ')', 'belum', 'tentu', 'negatif',  'Apa', 'apa', 'pun', 'jaga', 'diri', 'semua', 'KitaJagaKita'",oleh itu face mask wajib pakai bukan untuk lindungi diri kau semata-mati tapi untuk elakkan diri kau jadi penyebar covid19 macam aku cakap tadi kau yang belum pernah swab test belum tentu negatif  apa-apa pun jaga diri semua kitajagakita
904054045,0.009197938,0.910595865,0.080206197,neutral,Johor Bahru,#KitaJagaKita,"Bila', 'kena', 'lockdown', 'ni', 'ofc', 'akan', 'ada', 'side', 'effect', 'dalam', 'diri', 'kita', 'Paling', 'terkesan', 'adalah', 'mental', 'kita', 'sendiri', 'Jadi', 'untuk', 'kawan', 'kawan', 'di', 'Selangor', 'KL', 'Putrajaya', 'semoga', 'tabah', 'dan', 'kuat', 'menjalani', 'PKPB', 'mulai', 'esok', 'KitaJagaKita'",bila kena lockdown ni ofc akan ada side effect dalam diri kita paling terkesan adalah mental kita sendiri jadi untuk kawan-kawan di selangor kl putrajaya semoga tabah dan kuat menjalani pkpb mulai esok kitajagakita
71155978,0.000121055,0.011984479,0.987894465,negative,Johor Bahru,bunuh diri,"Dik', 'lepas', 'ni', 'kalau', 'kau', 'tertekan', 'pastu', 'ugut', 'nak', 'bunuh diri', 'pun', 'orang', 'buat', 'bodoh', 'je', 'LAYAK'",dik lepas ni kalau kau tertekan pastu ugut nak bunuh diri pun orang buat bodoh je layak
215556269,0.003298244,0.326526133,0.670175623,negative,Johor Bahru,sedih,"'Sedih', 'dengan', 'diri', 'sendiri', 'sebab', 'tak', 'pandai', 'mendidik'",sedih dengan diri sendiri sebab tak pandai mendidik
1025810876,0.000112509,0.011138344,0.988749148,negative,Johor Bahru,marah,"Kena', 'marah', 'sikit', 'je', 'arini', 'But', 'sampai', 'skg', 'aku', 'terasa',  'Tapi', 'keluar', 'sorang', 'diri', 'after', 'Maghrib', 'sebab', 'ada', 'urusan',  'Lepas', 'tu',  'aku', 'boleh', 'teringat', 'setiap', 'butir', 'kejadian', '2', 'tahun', 'lepas', 'dan', 'ia', 'buat', 'aku', 'jadi', 'takut', 'sangat', 'Rasa', 'nak', 'menangis', 'Jantung', 'berdegup', 'laju'",kena marah sikit je arini but sampai skg aku terasa tapi keluar sorang diri after maghrib sebab ada urusan lepas tu aku boleh teringat setiap butir kejadian 2 tahun lepas dan ia buat aku jadi takut sangat  rasa nak menangis jantung berdegup laju
